customer_id,firstname,lastname,record_number,days_since_opened,days_since_confirmed,primary_term,final_term,days_till_primary_close,days_till_final_close,loans_credit_limit,loans_next_payment_summary,loans_outstanding_balance,loans_max_overdue_amount,loans_credit_cost_rate,loans_within_5_days,loans_within_5_to_30_days,loans_within_30_to_60_days,loans_within_60_to_90_days,loans_over_90_days,is_zero_loans_within_5_days,is_zero_loans_within_5_to_30_days,is_zero_loans_within_30_to_60_days,is_zero_loans_within_60_to_90_days,is_zero_loans_over_90_days,utilization,over_limit_count,max_over_limit_count,is_zero_utilization,is_zero_over_limit_count,is_zero_max_over_limit_count,encoded_payment_0,encoded_payment_1,encoded_payment_2,encoded_payment_3,encoded_payment_4,encoded_payment_5,encoded_payment_6,encoded_payment_7,encoded_payment_8,encoded_payment_9,encoded_payment_10,encoded_payment_11,encoded_payment_12,encoded_payment_13,encoded_payment_14,encoded_payment_15,encoded_payment_16,encoded_payment_17,encoded_payment_18,encoded_payment_19,encoded_payment_20,encoded_payment_21,encoded_payment_22,encoded_payment_23,encoded_payment_24,encoded_loans_account_holder_type,encoded_loans_credit_status,encoded_loans_credit_type,encoded_loans_account_currency,primary_close_flag,final_close_flag
9f8e85d7-0dea-461f-9c5a-4ec16c1954f1,Bhamini,Jhaveri,11,1,9,4,8,1,11,7,0,4,2,9,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,5,2,17,No,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,4,3,3,3,4,1,2,3,1,1,1
8207f4d1-8eb2-4959-91df-8bfbc62e8691,Mamooty,Sankar,11,6,9,4,8,1,11,17,4,3,3,7,6,16,5,4,8,Yes,No,Yes,Yes,Yes,16,2,17,Yes,Yes,No,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,1,2,3,1,1,1
8bb34b34-1165-4b08-8638-bfab6b25bbb7,Adira,Bose,19,12,10,6,8,0,11,19,2,3,2,4,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,16,2,17,Yes,Yes,Yes,3,3,3,3,,3,3,3,,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,4,1,2,3,1,0,1
4a09eff1-41c5-4921-a94b-aafc59ec7786,Pranay,Dixit,15,2,2,17,8,8,11,7,2,3,2,0,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,16,2,17,No,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,3,3,3,3,4,3,3,3,4,1,2,3,1,0,1
2750407a-fc31-41cb-94fc-1cb489e565dd,Prisha,Mammen,16,2,6,4,8,1,11,14,2,2,2,2,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,9,5,4,No,No,No,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,4,4,2,1,1,1,1
b8f6c3bf-3cb5-4151-acc9-c46b9aa99cc6,Riya,Bose,23,12,9,4,8,1,11,3,2,3,2,1,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,5,2,17,No,Yes,Yes,0,0,,3,,3,,3,3,,3,4,3,3,3,3,3,3,3,3,4,3,3,3,4,1,2,3,1,1,1
5050cba5-c99b-4f10-817d-1b996048e3f5,Eva,Saxena,2,16,11,6,8,7,11,12,2,3,2,2,6,16,5,4,8,Yes,No,Yes,No,No,16,2,17,Yes,Yes,Yes,0,0,3,3,3,3,3,1,0,0,1,2,1,1,0,3,3,3,3,3,4,3,3,3,4,1,3,3,1,0,1
9b94bc6b-1aae-4c52-8328-2c688ae8378f,Emir,Mani,18,7,2,14,8,10,11,15,0,1,2,13,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,18,2,17,No,Yes,Yes,0,0,0,0,0,0,0,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,4,1,2,4,1,0,1
da1a13e4-057b-4c3c-9866-95755323bdbe,Faiyaz,Brahmbhatt,12,18,11,11,8,12,11,11,2,3,2,7,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,16,2,17,Yes,Yes,Yes,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,1,3,4,1,0,1
0989c6b3-2ed0-4b12-aa8c-7e7434de991a,Drishya,Bhasin,11,11,6,4,8,1,11,11,0,3,2,5,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,16,2,17,Yes,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,4,3,3,3,4,1,2,3,1,1,1
c7702049-c452-498b-83ac-b8b8b6ce2e91,Rania,Sandhu,15,17,5,4,8,1,11,14,2,3,2,2,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,9,5,4,No,No,No,0,0,0,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,,3,3,3,4,1,2,6,1,1,1
fac350eb-c2f6-4459-b24b-d5f1f27690c5,Keya,Khatri,4,10,10,0,8,1,11,10,2,2,2,2,6,16,5,4,8,No,Yes,Yes,Yes,Yes,3,2,17,No,Yes,Yes,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,,1,0,0,0,1,1,2,3,1,0,1
ab4cd80e-881e-4601-a25b-129018337859,Nakul,Rastogi,7,18,10,0,8,14,11,15,0,1,2,3,6,16,5,4,8,No,Yes,Yes,Yes,Yes,0,2,17,No,Yes,Yes,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,4,1,0,1
00f7e072-28b1-4284-98b8-3dbaa1a8991e,Badal,Balay,2,14,4,4,8,1,11,14,2,3,2,2,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,9,5,4,No,No,No,0,0,0,0,0,0,0,0,0,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,4,1,3,3,1,1,1
b7dc4b64-d1f8-4efa-9a58-177b61724bbc,Veer,Deo,12,10,13,6,8,0,11,14,2,3,2,2,6,16,5,4,8,No,Yes,No,No,No,16,2,17,Yes,Yes,Yes,1,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,2,1,0,1,0,0,0,1,1,2,3,1,0,1
b5858674-0e9a-4bf9-b98b-7093b772d1b9,Shalv,Choudhry,13,7,9,4,8,1,11,7,0,2,2,5,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,7,2,17,No,Yes,Yes,0,0,0,0,0,0,0,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,4,1,2,3,1,1,1
72e586b8-65e6-433b-8b15-a0b7e4a97719,Gokul,Dey,9,1,9,4,8,1,11,16,3,2,2,9,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,6,2,17,No,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,3,3,3,3,3,4,3,3,,4,1,2,3,1,1,1
aec79a19-414f-4a5c-b3dc-801e5c3627b6,Pranay,Saran,12,0,16,0,8,7,11,4,2,3,2,4,6,16,5,4,8,No,Yes,No,Yes,Yes,9,5,4,No,No,No,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,0,0,1,1,2,3,1,0,1
60702aa9-2e71-4f08-a53e-4809195ea4d5,Mahika,Bala,3,13,2,0,8,12,11,12,2,4,2,4,6,16,5,4,8,No,Yes,Yes,Yes,Yes,3,2,17,No,Yes,Yes,1,0,1,,0,0,1,1,1,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,3,1,0,1
9992c688-09cd-4bc2-9dbb-5546f3d73319,Bhavin,Dhawan,4,10,10,0,8,14,11,11,2,5,2,2,6,16,5,4,8,No,Yes,Yes,Yes,Yes,11,2,17,No,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,3,1,0,1
b9a26c3c-9e59-4c24-9316-0363a4d27876,Elakshi,Dyal,14,7,16,6,8,0,11,11,2,2,2,1,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,13,2,17,No,Yes,Yes,0,0,0,0,0,0,0,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,4,1,2,3,1,0,1
e3ef0f5e-6c94-46c6-95bf-78e1a645ac88,Shray,Lad,19,7,9,4,8,1,11,11,0,2,2,5,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,5,2,17,No,Yes,Yes,0,0,0,0,0,0,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,4,1,2,3,1,1,1
cf7526e9-5f7b-4851-a0d1-012c302719f7,Jivika,Suresh,7,6,9,4,8,1,11,0,5,5,2,1,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,7,2,17,No,Yes,Yes,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,1,2,3,1,1,1
fea950a1-10d4-46ad-9b35-1836d88bbfc2,Seher,Divan,10,0,13,4,8,1,11,14,2,3,2,2,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,16,2,17,Yes,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,1,2,3,1,1,1
3c22ebe8-ee8c-42ad-876a-278fc022bc02,Samiha,Trivedi,12,9,9,4,8,1,11,8,3,3,2,5,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,16,2,17,Yes,Yes,Yes,0,0,0,0,0,0,0,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,4,1,2,3,1,1,1
974e6def-736c-4910-b692-8ce017351d44,Mehul,Chander,4,15,5,0,8,16,11,8,2,3,2,4,6,16,5,4,8,No,Yes,No,No,Yes,16,2,17,Yes,Yes,Yes,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,3,1,0,1
65b1055a-bcc7-4d3c-b6c3-bc302807d3a1,Ishita,Manda,25,12,2,0,8,10,11,14,2,5,2,0,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,3,2,17,No,Yes,Yes,0,0,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,4,1,2,4,1,0,1
1860ac2a-fde2-40a2-9d47-4ee216cab88b,Dhanush,Sur,18,5,11,15,8,11,11,1,2,3,2,4,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,16,2,17,Yes,Yes,Yes,0,0,3,3,3,3,3,,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,,1,3,3,1,0,1
c75456f0-b928-4d90-a9dc-7c79384b7900,Drishya,Mane,12,7,16,4,8,1,11,4,2,3,2,2,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,9,5,4,No,No,No,0,0,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,,3,3,3,4,1,2,3,1,1,1
c6daafa8-77f2-42ac-a6a1-b38e92f3e33d,Misha,Kar,19,19,9,9,8,12,11,16,2,2,2,13,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,1,2,17,No,Yes,Yes,0,0,0,0,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,4,1,2,4,1,0,1
4a1bcb5c-c498-402f-89b0-19fed526e68a,Kavya,Shah,2,5,16,11,8,8,11,10,2,3,2,4,6,16,5,4,8,No,Yes,Yes,Yes,Yes,16,2,17,Yes,Yes,Yes,0,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,1,1,2,3,1,0,1
1d565579-2c45-4f33-93b7-bc02a9a1f9b3,Jivin,Bali,11,19,10,6,8,0,11,9,2,3,2,4,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,16,2,17,No,Yes,Yes,0,0,0,0,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,,3,3,3,4,1,2,3,1,0,1
5dec3407-4c8b-4ce4-928b-8c1ef07054ae,Advika,Tank,11,17,11,4,8,16,11,13,2,3,2,2,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,16,2,17,Yes,Yes,Yes,0,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,4,1,3,5,1,0,1
0330d15f-47ea-4646-9b84-7bcb98da123b,Neysa,Sagar,13,2,9,4,8,1,11,10,6,4,2,5,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,2,2,17,No,Yes,Yes,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,3,3,3,3,3,4,3,3,3,4,1,2,4,1,1,1
3f788546-c079-46d0-8c1c-c6a53e53b57f,Eshani,Setty,19,19,2,14,8,10,11,15,0,1,2,2,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,3,2,17,No,Yes,Yes,0,0,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,4,1,2,4,1,0,1
fa70dd3f-2994-4acc-92df-90c6bce2c28f,Piya,Bera,11,11,9,4,8,1,11,8,3,3,2,5,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,16,2,17,Yes,Yes,Yes,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,3,3,4,1,2,3,1,1,1
8baa4d2d-107b-4f2c-8d13-e259b03049d1,Dhruv,Thaker,21,7,6,4,8,1,11,6,2,3,2,2,6,16,5,4,8,Yes,Yes,Yes,Yes,Yes,16,2,17,Yes,Yes,Yes,0,,0,0,0,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,4,1,2,4,1,1,1
7038dd91-5709-45e5-a77f-e1485d8c5ce0,Vihaan,Rana,12,17,10,14,8,14,11,0,3,5,2,4,6,16,5,4,8,No,Yes,Yes,Yes,Yes,2,2,17,No,Yes,Yes,,0,0,0,1,0,0,0,0,0,1,1,3,3,3,3,3,,,3,4,3,3,3,4,1,2,4,1,0,1
